,department_id_1,department_id_2,department_name_1,department_name_2,confidence,support
32,6,9,international,dry goods pasta,0.28499411863552343,0.025851885160316748
33,6,13,international,pantry,0.46319946227524783,0.042016934813922824
34,6,15,international,canned goods,0.34842883548983367,0.031606063608441495
35,6,16,international,dairy eggs,0.6532515543606117,0.05925660587307273
36,6,19,international,snacks,0.4408502772643253,0.03998963485736497
37,6,20,international,deli,0.29440430179801713,0.02670548514202532
38,7,4,beverages,produce,0.3936394086596636,0.3421487855253832
39,7,7,beverages,beverages,0.539098258597408,0.4685806613875573
40,7,16,beverages,dairy eggs,0.37682163337600616,0.3275308858386239
41,7,19,beverages,snacks,0.27351244234782457,0.23773521633424535
42,8,1,pets,frozen,0.30842784078274404,0.010570921202051688
43,8,4,pets,produce,0.3944852123637981,0.013520413995991128
44,8,7,pets,beverages,0.36468756949077163,0.012499142589304088
45,8,8,pets,pets,0.606849010451412,0.020798878125738326
46,8,13,pets,pantry,0.25906159661996886,0.00887896409545077
47,8,16,pets,dairy eggs,0.42383811429842116,0.014526442545861945
48,8,19,pets,snacks,0.30642650655992887,0.010502328346378677
49,9,1,dry goods pasta,frozen,0.3713739570686849,0.1095732762234298
50,9,3,dry goods pasta,bakery,0.2765479296360396,0.08159501253724973
51,9,4,dry goods pasta,produce,0.5806318291013355,0.1713144677575471
52,9,7,dry goods pasta,beverages,0.35047658409319865,0.10340754064126699
53,9,9,dry goods pasta,dry goods pasta,0.6684059618216103,0.19721208148831254
54,9,13,dry goods pasta,pantry,0.3443546095626792,0.10160126210854438
55,9,15,dry goods pasta,canned goods,0.269883501666107,0.07962868400795677
56,9,16,dry goods pasta,dairy eggs,0.5552915041458941,0.163837846489189
57,9,19,dry goods pasta,snacks,0.3681708986645313,0.10862821910082388
58,10,1,bulk,frozen,0.4105960264900662,0.0042527570517266345
59,10,3,bulk,bakery,0.30242825607064017,0.003132407075734134
60,10,4,bulk,produce,0.8756438557763061,0.009069499805653575
61,10,7,bulk,beverages,0.45253863134657835,0.004687178470989033
62,10,10,bulk,bulk,0.9735099337748344,0.010083149783932505
63,10,13,bulk,pantry,0.4311994113318617,0.0044661570471537775
64,10,15,bulk,canned goods,0.29286239882266374,0.0030333285064286747
65,10,16,bulk,dairy eggs,0.7520235467255335,0.007789099833090718
66,10,19,bulk,snacks,0.5621780721118469,0.005822771303797758
67,10,20,bulk,deli,0.3428991905813098,0.0035515856381803075
68,11,1,personal care,frozen,0.31687528975428836,0.05209246316944722
69,11,4,personal care,produce,0.48113120074177096,0.07909518401938892
70,11,7,personal care,beverages,0.397913769123783,0.06541472002682742
71,11,11,personal care,personal care,0.6911451089476124,0.1136202547081374
72,11,13,personal care,pantry,0.29953639313861846,0.04924204894481324
73,11,16,personal care,dairy eggs,0.48066759388038943,0.0790189697353078
74,11,19,personal care,snacks,0.3584144645340751,0.058921263023115795
75,12,1,meat seafood,frozen,0.40884944072326523,0.09443711940491888
76,12,3,meat seafood,bakery,0.31986009832711915,0.07388212698824013
77,12,4,meat seafood,produce,0.7023789883525258,0.16223734652348543
78,12,7,meat seafood,beverages,0.40119444352789785,0.09266894801423683
79,12,9,meat seafood,dry goods pasta,0.25763025043719273,0.05950811301054044
80,12,12,meat seafood,meat seafood,0.801333025373676,0.18509401031941405
81,12,13,meat seafood,pantry,0.3880621638565348,0.08963561950780816
82,12,15,meat seafood,canned goods,0.27683373478074375,0.06394378434406177
83,12,16,meat seafood,dairy eggs,0.6465503019104497,0.14934188965695952
84,12,19,meat seafood,snacks,0.40307519714917345,0.09310336943349923
85,12,20,meat seafood,deli,0.2712244695944831,0.06264814151468268
86,13,1,pantry,frozen,0.2784027965830482,0.17238146773468283
87,13,4,pantry,produce,0.48097043401196427,0.2978073150469861
88,13,7,pantry,beverages,0.29365352896285174,0.18182441753233392
89,13,13,pantry,pantry,0.5858915339356491,0.3627723707977349
90,13,16,pantry,dairy eggs,0.4526722631151375,0.28028565113673604
91,13,19,pantry,snacks,0.3032298564781763,0.18775388883384525
92,14,1,breakfast,frozen,0.3876271186440678,0.08715103384676356
93,14,3,breakfast,bakery,0.3075593220338983,0.06914921994680243
94,14,4,breakfast,produce,0.5992203389830508,0.13472398997020021
95,14,7,breakfast,beverages,0.4125423728813559,0.09275278372672606
96,14,13,breakfast,pantry,0.34532203389830507,0.07763949119343948
97,14,14,breakfast,breakfast,0.7416610169491525,0.1667492321410879
98,14,16,breakfast,dairy eggs,0.6146440677966102,0.13819173989589129
99,14,19,breakfast,snacks,0.456,0.10252345494592596
100,15,1,canned goods,frozen,0.32601123955640077,0.11628013322256857
101,15,4,canned goods,produce,0.5491356652919934,0.19586308866007668
102,15,7,canned goods,beverages,0.32101113271651105,0.11449671897507031
103,15,13,canned goods,pantry,0.33188743349216865,0.11837602603479944
104,15,15,canned goods,canned goods,0.6285604393256267,0.2241919380530299
105,15,16,canned goods,dairy eggs,0.5022970576294365,0.17915691758949462
106,15,19,canned goods,snacks,0.32846855702044914,0.11715659748950148
107,16,4,dairy eggs,produce,0.32875222873886784,0.5438346454892576
108,16,16,dairy eggs,dairy eggs,0.40267034015047154,0.6661128428690105
109,17,1,household,frozen,0.2618240426832657,0.07180909846123361
110,17,4,household,produce,0.40663035624965266,0.11152436189590653
111,17,7,household,beverages,0.3458567220585783,0.09485629796736504
112,17,13,household,pantry,0.26501972989495914,0.07268556272816651
113,17,16,household,dairy eggs,0.4072417051075418,0.111692033320885
114,17,17,household,household,0.6015394875785027,0.16498106075040583
115,17,19,household,snacks,0.3010337353415217,0.08256293394507999
116,18,4,babies,produce,0.34743323740044174,0.03956283486651068
117,18,16,babies,dairy eggs,0.347165517702965,0.03953234915287823
118,18,18,babies,babies,0.4258081788367579,0.048487527532410125
119,19,4,snacks,produce,0.3734498830576635,0.3383075856076946
120,19,7,snacks,beverages,0.26243038145075803,0.23773521633424535
121,19,16,snacks,dairy eggs,0.35798657266409784,0.3242994001935843
122,19,19,snacks,snacks,0.482088472346082,0.43672309064164805
123,20,1,deli,frozen,0.37772910975141677,0.12750649726771793
124,20,3,deli,bakery,0.29922557630218327,0.10100679069271162
125,20,4,deli,produce,0.6261317197624799,0.21135745261376887
126,20,7,deli,beverages,0.3844347610123953,0.12977006150492726
127,20,13,deli,pantry,0.331941026393624,0.11205024045606628
128,20,16,deli,dairy eggs,0.5882910749362172,0.19858393860177273
129,20,19,deli,snacks,0.42593303379919173,0.14377824691903757
130,20,20,deli,deli,0.7288388160122824,0.24602733044227149
131,21,1,missing,frozen,0.4576414980002424,0.02877851366903185
132,21,3,missing,bakery,0.28796509513998303,0.0181085138976747
133,21,4,missing,produce,0.7144588534723064,0.0449283204658217
134,21,7,missing,beverages,0.46103502605744756,0.028991913664458992
135,21,13,missing,pantry,0.3959520058174767,0.024899206609302716
136,21,15,missing,canned goods,0.2552417888740759,0.016050728227484396
137,21,16,missing,dairy eggs,0.6663434735183614,0.041902613387801144
138,21,19,missing,snacks,0.47000363592291844,0.0295558993666593
139,21,20,missing,deli,0.2876015028481396,0.018085649612450367
140,21,21,missing,missing,0.8402617864501273,0.05283936315344222
